applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
75e9601b-2c54-450b-997f-455746b46cd3,Male,Yes,0,Not Graduate,Yes,6848,2408,166,240,1,Urban,Yes
ea03b0e0-9998-4c99-92ab-b84d97210319,Female,No,2,Graduate,No,2730,4618,450,480,1,Urban,No
b4a1cd1b-1640-4dd0-8059-dc25028626de,Female,No,3,Not Graduate,Yes,14153,1482,117,480,1,Semiurban,Yes
de8e9ea7-536f-4840-9238-3eeaf97e6092,Male,Yes,0,Not Graduate,No,8261,1289,296,360,1,Rural,Yes
847a0dcb-43dd-4c51-a8ca-3bea52220b96,Male,No,2,Graduate,No,8837,2723,84,240,0,Rural,No
b7c2b9fb-5709-41b2-bd10-d2dcfa702401,Female,Yes,2,Graduate,Yes,10596,415,60,240,1,Urban,Yes
18df0f92-997c-4cee-8438-ff5b633a6d9d,Male,No,2,Graduate,Yes,9925,2722,164,480,0,Urban,No
e09f24f9-1cd3-4fa1-a469-bc0ef6d2f383,Female,No,2,Not Graduate,No,8413,3816,448,240,0,Rural,No
c422d8e5-4785-4794-ae26-d697293e7c04,Male,Yes,1,Not Graduate,Yes,11308,4946,383,180,1,Rural,No
a21cff37-d389-44dd-9ee7-409ddd9a22c4,Male,No,3,Not Graduate,Yes,7421,1661,63,180,0,Rural,No
c140c3ad-05a1-4945-a445-cb2fc3a54fa0,Male,Yes,2,Not Graduate,No,14189,1538,226,300,1,Urban,Yes
96e305ed-f84c-48ae-ac20-8ec81543796c,Male,Yes,3,Not Graduate,Yes,5309,112,450,480,0,Semiurban,No
82820533-dc4b-4f50-b8e6-ea4f76a31753,Female,Yes,0,Not Graduate,Yes,8261,3680,67,240,1,Urban,Yes
40f3f258-8664-4b79-9a50-c3e1dfce77ec,Male,No,1,Not Graduate,No,11077,1327,257,300,0,Urban,No
8650345d-730d-4c15-94f4-07a6cb80333e,Female,No,2,Graduate,No,8606,2609,461,480,0,Rural,No
a9043f75-5cf4-4124-b806-8d24ec99f033,Female,Yes,3,Not Graduate,Yes,10635,4239,119,300,1,Rural,Yes
18124c6a-186b-43ae-a1f3-a5c12120c1d4,Male,No,1,Graduate,No,6716,2409,426,360,1,Semiurban,No
60386229-af10-401c-a67e-7e9e029451de,Female,Yes,2,Graduate,No,4183,3871,402,360,0,Urban,No
51999ecc-450d-4d64-9168-2092f42162e9,Male,Yes,3,Graduate,No,11979,1642,453,480,0,Urban,No
15316786-53a7-41e7-a006-65e0b49dbad9,Female,No,0,Graduate,No,8616,4028,231,180,1,Urban,Yes
049f7946-b5aa-497e-a2a9-d5d6165b61db,Female,No,2,Graduate,No,10504,2374,334,480,1,Urban,No
ad5da59a-1bae-44ff-bfbb-ca73726d819d,Female,No,0,Not Graduate,No,12932,4937,235,300,1,Urban,Yes
176cd8f7-cfed-4e04-9cc3-1431cf5e7a8a,Female,Yes,0,Not Graduate,Yes,8126,4381,440,480,1,Semiurban,No
16f4314e-8043-4495-8016-88cdcebbef50,Male,No,3,Not Graduate,No,11884,4432,482,240,0,Semiurban,No
91f18433-a6b5-42fa-ab44-685314da3ae5,Female,Yes,0,Not Graduate,No,14800,4650,229,180,1,Rural,Yes
0d256d16-85c3-4371-8bae-bfdb393dd1da,Male,Yes,0,Not Graduate,Yes,11602,2475,296,180,0,Urban,No
bb687dac-4335-46f2-8632-2f3927ee48d5,Male,Yes,2,Graduate,No,6934,2526,454,480,0,Urban,No
b68c85be-2390-4b80-9577-d7a75e1b3a4c,Male,No,3,Graduate,No,10487,3702,491,480,0,Rural,No
d3a05977-2e92-4a86-bca7-312f0d01678f,Male,Yes,1,Not Graduate,No,9216,2412,446,360,1,Rural,No
1486ffe8-4c89-4361-9858-8c387e24b5e4,Female,No,2,Not Graduate,Yes,14215,3700,67,300,0,Urban,No
487d4fd3-036a-414a-92be-cc6b39f6767d,Female,No,2,Not Graduate,Yes,8067,967,271,300,1,Rural,Yes
ed52c74b-1ce7-4cdc-96e5-2ae531ef84cf,Male,Yes,0,Graduate,Yes,2353,4415,214,180,0,Urban,No
17cc0fa2-2bf9-4db8-ad39-02cffb212948,Male,No,3,Not Graduate,No,13316,1368,148,180,0,Urban,No
f3293ccb-1525-4e4d-9307-f27e45187097,Female,No,3,Not Graduate,No,11319,4517,369,480,0,Semiurban,No
2bf1aea4-8af5-4c4a-80ee-f328ac4f61a6,Male,Yes,3,Graduate,Yes,10194,23,283,240,1,Semiurban,Yes
2a042a6b-cc1b-4974-9ac0-b9106ad43929,Female,No,3,Graduate,No,10074,2390,62,180,0,Semiurban,No
10b9cfd1-d261-4776-ba9e-55edaccac8da,Female,Yes,2,Graduate,No,6184,1232,337,300,1,Rural,No
ae247e8e-232a-4885-a203-03d4a3f0b04f,Male,No,0,Graduate,Yes,5821,142,430,240,1,Rural,No
d3cfaf39-5c80-44fd-84a7-18154cc9525e,Female,No,1,Not Graduate,Yes,6522,959,373,360,0,Urban,No
71f4de67-5245-41ac-8b90-9d6a07f8aad7,Male,Yes,0,Graduate,Yes,12708,4956,467,180,1,Semiurban,No
bef3f2eb-56e3-4170-8612-6d6d795d9137,Female,No,1,Not Graduate,No,7583,183,206,480,0,Rural,No
986051ae-8892-4645-8a00-bf2712a9b8b5,Male,No,0,Graduate,Yes,10734,476,227,180,1,Urban,Yes
5ae5fa61-e07d-4f27-8ce0-c49d9f068704,Male,Yes,3,Not Graduate,No,4864,4110,240,480,1,Urban,Yes
89269708-690d-47dc-a183-041090d32b28,Male,Yes,2,Graduate,Yes,8574,864,267,360,1,Rural,Yes
4586d43b-0de8-4667-a678-09af859240f1,Female,No,3,Not Graduate,Yes,7718,650,208,480,0,Semiurban,No
ac433f17-c380-4159-8568-070cd643b0af,Female,Yes,2,Not Graduate,Yes,14863,41,269,180,1,Semiurban,Yes
5f5fb79d-20e8-48ea-a32e-78c683573039,Female,Yes,0,Not Graduate,No,5798,484,362,300,0,Rural,No
4942f243-1d50-414b-a920-933c68000bd9,Female,No,3,Graduate,No,9696,3543,498,180,0,Rural,No
6c6c5746-486b-4474-a4af-c6ad9cd4b5c1,Male,No,3,Not Graduate,No,11700,2072,391,240,0,Semiurban,No
29fb184d-0f07-468d-bc06-715db360c9bb,Male,Yes,0,Not Graduate,Yes,4951,1749,142,300,1,Rural,Yes
5ce73a1b-e50c-4ca0-bc1f-3489a2857da5,Female,Yes,1,Not Graduate,Yes,8083,2307,68,180,0,Rural,No
c418e56e-4b9e-429f-9655-1d1026ef344b,Male,No,0,Graduate,Yes,12537,708,79,300,0,Rural,No
e8faf661-1824-413f-8d62-d21fca5260d9,Male,Yes,1,Not Graduate,Yes,14714,500,97,300,1,Semiurban,Yes
4133840a-8305-4436-8c39-b18b6198bf91,Male,Yes,2,Not Graduate,No,13783,3637,399,480,0,Urban,No
5e2c2738-0ad8-4a48-91d6-b7e1f83327de,Male,No,2,Graduate,Yes,11433,164,272,180,0,Rural,No
d3041d8b-68d8-4c55-b634-8cd071a480b5,Male,Yes,1,Not Graduate,Yes,12189,4483,87,300,0,Urban,No
ad8d3226-1fc2-4661-b4bd-70dbafa61172,Male,Yes,2,Graduate,Yes,11500,415,58,480,1,Semiurban,Yes
52224eef-743a-46a4-8a09-0a6284ca1351,Female,No,1,Graduate,No,8023,1705,167,300,1,Rural,Yes
c644eec7-0823-46dc-ac8a-bf9876b88047,Male,Yes,3,Not Graduate,Yes,5913,3694,140,180,1,Rural,Yes
cba2c7f7-a6f1-48c4-abcc-29b4a32d1977,Male,No,2,Not Graduate,No,2673,1417,146,240,1,Semiurban,Yes
82d8459f-9bab-445c-8574-df5c4f8b8b8e,Male,Yes,3,Not Graduate,Yes,3963,1915,308,240,1,Rural,No
523179fc-d174-424b-bf4a-e298bfb8c687,Male,Yes,1,Not Graduate,No,10574,3172,286,240,1,Rural,Yes
fd296a4f-e7e9-4367-ab81-7acf1eca88e1,Male,Yes,2,Not Graduate,No,14543,448,321,300,1,Urban,No
7eeabd99-dfdb-4158-a518-be98830b81aa,Male,No,1,Not Graduate,Yes,8196,3763,491,300,0,Urban,No
02cf81fc-f1dd-4e44-a849-3fc655ad7214,Female,No,1,Graduate,Yes,2718,3352,353,180,1,Semiurban,No
e64b8635-fee1-41c3-b5d0-d0145121c927,Female,Yes,0,Not Graduate,Yes,5604,4481,165,360,0,Semiurban,No
7881bc6b-2c51-493e-bc01-374175cfc9b6,Female,Yes,1,Graduate,No,13084,2551,192,240,1,Semiurban,Yes
8b6d40e3-68d3-45ba-9356-5200626275b9,Male,No,2,Graduate,Yes,12131,4998,77,300,0,Semiurban,No
77295173-2dac-46d7-8cdf-e02f622cec6d,Female,Yes,0,Not Graduate,Yes,4343,970,150,180,0,Urban,No
7af826bf-76ad-41cc-915e-e6457b78dace,Female,Yes,1,Not Graduate,Yes,5737,4687,161,360,1,Urban,Yes
a7cc5d17-32e2-4183-ad4f-b00497b0331c,Male,Yes,0,Not Graduate,No,2316,3003,108,180,1,Urban,Yes
a2d8b6df-08db-4aca-878c-aaf9171a2619,Female,No,3,Not Graduate,No,6236,1666,120,180,0,Rural,No
8f96592a-ead3-464b-86f6-3fb3ebfde84f,Male,No,1,Graduate,No,4974,223,434,240,1,Urban,No
be405370-ab70-4792-9fee-3d17889015ed,Male,No,0,Graduate,No,7174,1643,417,360,0,Rural,No
624647d5-32fc-46b2-b9f4-4b6b68177716,Male,No,2,Graduate,No,9639,2277,247,480,0,Rural,No
0445a454-622e-420f-881a-274c240b2838,Male,No,1,Graduate,Yes,11992,4969,472,300,1,Semiurban,No
0ce33982-1e83-42cf-a81b-f1056c533e16,Male,Yes,0,Graduate,No,13132,2348,133,240,0,Semiurban,No
f8997024-37a5-4acf-8cd0-8104e0999edc,Male,Yes,3,Graduate,Yes,7921,4764,443,300,0,Rural,No
0433383b-4f63-44f6-9239-d755258b5df3,Female,No,3,Not Graduate,No,6330,1904,315,180,0,Semiurban,No
b87551c7-07e8-4bae-9c3f-cfc41a443e8c,Male,Yes,2,Graduate,No,3199,2353,145,240,1,Semiurban,Yes
b58dd93f-7b3f-41db-ade2-93881d73f66f,Male,No,2,Not Graduate,No,4996,169,77,300,1,Urban,Yes
7c7bb096-50ac-42f9-857a-5bcccd5d6777,Male,No,3,Graduate,No,6513,628,225,240,0,Semiurban,No
52ce795a-baa0-411e-b887-25ed5597bf81,Male,No,0,Graduate,No,14214,2642,190,360,0,Rural,No
ffcecf60-1590-41f8-b3d9-0195a010c9b0,Male,No,1,Not Graduate,No,12084,296,448,180,1,Semiurban,No
002bd644-a86d-4a9e-8d16-511ffe08f00c,Male,No,2,Graduate,No,12832,1053,264,480,1,Rural,Yes
2840427d-af60-4207-9b9a-af273c1b1a37,Female,No,3,Graduate,No,13521,1038,51,480,1,Rural,Yes
59874a0c-3c6a-46b7-8901-1e5c05548abc,Female,No,2,Graduate,Yes,12731,2409,225,300,0,Semiurban,No
36dda80f-7188-4a3d-9b79-1003889e7963,Female,No,1,Graduate,No,4927,1541,108,240,0,Rural,No
5a8ec7f0-ebdb-46fe-8658-8d4c969d6cca,Female,No,0,Graduate,No,10202,3455,275,360,1,Urban,Yes
cac5d926-160c-4813-8136-24b5741d0d84,Female,Yes,1,Not Graduate,Yes,7305,4586,337,240,1,Urban,No
7bb6e836-eff7-4afa-9de7-b2c0830b0742,Male,No,0,Not Graduate,Yes,4872,926,337,300,0,Urban,No
e53a0ec9-9813-4a24-8a83-a77a7aa6b20c,Female,No,1,Not Graduate,Yes,12514,2272,462,480,1,Urban,No
49d5bafe-856a-4a7b-9a6a-a25aa6c9ea8e,Male,No,1,Not Graduate,Yes,7373,1532,343,360,0,Rural,No
224749d0-b2e4-48fb-929e-f462e382d4d6,Female,No,3,Graduate,Yes,8487,2247,165,240,1,Semiurban,Yes
f7250732-9368-4d0e-af52-b43b7a192a19,Male,No,2,Not Graduate,Yes,10784,3566,63,480,1,Urban,Yes
7268123f-b763-49ab-b50f-c17d6d21e9e0,Male,Yes,2,Graduate,No,7245,1993,212,240,1,Semiurban,Yes
9cb142ee-0c2a-4a06-a329-a37c9cd65b6a,Female,No,1,Not Graduate,Yes,6422,3615,468,480,0,Semiurban,No
60fb368c-d9b7-4282-8adb-1f3087bae2b4,Female,No,3,Graduate,Yes,9165,4485,312,300,0,Rural,No
b54c66ed-3f3e-48f6-9eb2-0e44d86c412a,Male,No,2,Graduate,Yes,8341,1259,358,360,1,Urban,No
58966edc-a96f-4635-9321-31369189dd1a,Male,Yes,2,Graduate,No,8552,2414,162,480,0,Rural,No
3e5f75f5-d18b-4e6c-aaea-a180f858bfa8,Female,No,2,Graduate,Yes,5349,2170,76,360,0,Urban,No
064e22d4-1489-46c8-ad1c-1b2940321865,Female,Yes,0,Graduate,No,8673,1835,431,360,0,Urban,No
ba3eab29-fea9-4325-b8f2-a85c76666a64,Female,No,2,Graduate,No,11272,3081,322,240,0,Semiurban,No
ac379513-698b-4786-94e5-ab3bdc952f75,Female,Yes,3,Not Graduate,Yes,13754,2386,165,360,0,Urban,No
801ecb5e-6629-47d4-bcfb-8e9e8ac5d583,Male,No,1,Graduate,No,7225,419,246,240,0,Rural,No
cc2955bf-ae36-4b25-b9be-9d1a4afe0428,Male,No,1,Not Graduate,Yes,7289,3428,252,480,1,Rural,Yes
d1595b6b-8a6b-4622-aa9a-f7e12593094b,Female,Yes,0,Graduate,No,5170,1626,496,180,1,Semiurban,No
4a7cac24-5f26-45b5-a58c-806d836f4bc1,Female,Yes,0,Not Graduate,Yes,2862,2690,355,180,1,Rural,No
a413c144-7e46-4126-873c-13dc470042c7,Male,Yes,0,Not Graduate,No,10224,954,194,360,1,Semiurban,Yes
f7a68789-5c7c-4851-8308-898dd2d6fd32,Female,Yes,2,Not Graduate,No,10398,346,219,300,0,Urban,No
0a35103b-ff3c-4b83-98e7-07541df67876,Female,Yes,0,Not Graduate,No,10714,1937,403,480,0,Semiurban,No
c55516ea-6e1d-4649-8f98-96d068b33575,Male,Yes,3,Graduate,Yes,4338,188,385,480,1,Rural,No
f34b20c7-3e49-436d-ad88-e1ceff59fedf,Female,No,0,Graduate,No,3375,1365,87,480,0,Urban,No
64aa7cc6-9d7f-48e3-a0b4-0d942c7b5825,Male,No,3,Not Graduate,Yes,7606,2430,361,360,0,Urban,No
b3ff4bfd-e021-4ff7-bb4b-8cf365333ed0,Male,Yes,3,Graduate,Yes,13346,1779,402,300,0,Rural,No
2ac93443-4191-4a4a-9976-1881b687284b,Male,Yes,2,Not Graduate,Yes,3181,3276,327,240,1,Semiurban,No
1c6394f8-c5b7-480c-b5a5-1da8c5736025,Female,Yes,0,Graduate,Yes,6459,2444,115,240,0,Semiurban,No
c29734b3-bd5d-4b3c-89bd-5a78f145debb,Female,Yes,0,Graduate,Yes,6999,72,321,480,1,Urban,No
62a71569-0733-4034-b24b-144d4a8b3c9b,Female,Yes,2,Not Graduate,Yes,12312,2456,161,300,1,Urban,Yes
ceec18cb-dc01-4c6f-a22f-f63f6e443da5,Male,No,3,Not Graduate,Yes,12195,4112,465,180,0,Rural,No
78aa135c-1708-4f18-b809-b2a312de91bd,Female,No,2,Graduate,No,5559,2290,54,240,1,Semiurban,Yes
317f4b74-e269-4444-ba29-358990d910d5,Female,Yes,3,Graduate,No,2856,1294,281,480,1,Urban,Yes
064d8165-a6b4-4c4d-81ef-f3e6d07fc201,Male,Yes,0,Not Graduate,No,3842,497,112,480,1,Semiurban,Yes
f96c8eea-b683-473a-a43f-983d2a4d5905,Male,Yes,3,Not Graduate,Yes,9063,2256,407,240,0,Semiurban,No
baaa5bde-5991-43c0-b4d9-e3f323c8c87c,Female,No,3,Not Graduate,No,13712,3107,337,480,0,Rural,No
8528c2f4-25db-4556-a8da-f8d53fbf440f,Female,No,1,Graduate,Yes,11221,3252,380,480,0,Rural,No
44f8541c-5174-425a-ba27-dec69b86301d,Male,Yes,3,Graduate,Yes,14611,3544,419,300,1,Rural,No
167da893-606f-404c-8191-3f85d7da24b6,Male,No,3,Not Graduate,Yes,4171,415,106,240,1,Semiurban,Yes
18a3b660-927e-4080-9f26-a4cd0b6302f8,Male,No,0,Not Graduate,Yes,5205,4656,426,300,1,Semiurban,No
461185ec-a783-4e20-9ce5-59725168630f,Male,Yes,1,Graduate,Yes,6452,478,171,480,0,Semiurban,No
08d499bf-733d-4d65-8ea8-c74a228f7fc3,Male,Yes,3,Not Graduate,No,5214,2930,287,480,1,Rural,Yes
a2c757ed-5322-4ea4-9a82-4d9d59a760a9,Female,No,0,Not Graduate,No,10267,2852,391,300,0,Rural,No
4c1b9c16-36f5-43e2-918e-48da70958a28,Male,No,1,Graduate,No,14881,4319,184,240,0,Urban,No
8511fc39-c361-4f43-a90f-4e1ad3dbf52a,Male,No,3,Not Graduate,Yes,2340,1388,498,240,0,Rural,No
fb2e21a0-f7a3-48c7-843a-064dbf5f8db8,Male,Yes,1,Graduate,No,7021,218,156,300,1,Urban,Yes
5275ccd7-1b52-4840-a19e-92f1e8efed70,Male,No,1,Graduate,No,10283,1790,372,240,1,Rural,No
043d641c-7e31-423d-94ca-60d80de1886b,Female,No,0,Not Graduate,Yes,8249,3740,323,240,0,Semiurban,No
855d9b0b-af3d-4ac6-9de8-2aeeb8fd3c16,Female,No,3,Not Graduate,Yes,3035,4496,465,180,1,Semiurban,No
02fbca99-9b73-4399-898d-25ece8b8c6f2,Male,Yes,1,Graduate,No,9649,1426,76,300,1,Urban,Yes
f936f069-a552-4b05-837f-f1e585ae173a,Male,No,2,Graduate,Yes,14706,244,81,360,0,Urban,No
a246f721-c9d0-4e02-afe5-f69e3b71c2d8,Male,Yes,3,Not Graduate,Yes,14650,4066,235,240,1,Rural,Yes
3ab53e69-1672-4009-b983-46e218386680,Male,Yes,2,Graduate,No,11085,3509,125,480,0,Semiurban,No
bcdea4a2-2e15-4542-944b-fd859789c83c,Female,Yes,0,Graduate,Yes,8812,3490,294,480,1,Rural,Yes
3bdc156f-b49a-4662-925a-5dd76e1890a5,Female,No,2,Not Graduate,Yes,5355,2288,278,360,1,Rural,Yes
3784a434-aa6f-48cd-8978-022cbc7c09e5,Male,No,2,Not Graduate,No,13358,3481,469,360,1,Rural,No
45d635db-03ba-40c1-90be-1fbd0b7d6829,Female,Yes,0,Graduate,Yes,2072,3774,280,480,1,Rural,Yes
27cf7e6c-5029-4a24-9f09-5932ddf2fa40,Female,Yes,0,Graduate,Yes,2668,4716,430,300,0,Semiurban,No
7eec3013-9350-4ebe-becc-f35d8b3a998f,Male,No,0,Graduate,Yes,12379,1672,376,480,0,Urban,No
febfdc21-e903-40a3-ad75-7d1b91723399,Female,Yes,3,Graduate,No,12296,401,202,480,1,Urban,Yes
65c430ae-ef78-4272-af97-6d7166989a10,Female,Yes,0,Not Graduate,No,13188,2655,235,180,1,Urban,Yes
a2d10d4c-07b3-447a-b841-1449a39ad5f1,Female,Yes,0,Not Graduate,Yes,5090,3833,269,240,0,Rural,No
da04c8ac-4646-48a8-bbea-fd17249aeb79,Male,Yes,0,Graduate,Yes,13632,1562,434,240,0,Rural,No
c38b694b-9e3e-4c0a-a9a1-0e206996af76,Female,Yes,1,Graduate,No,5650,2758,272,180,1,Urban,Yes
82a7ffb7-fbba-488b-9c58-0e24f35a66d4,Female,No,3,Graduate,Yes,6943,4050,104,300,1,Semiurban,Yes
256b784e-5413-4ae8-9b49-d9160fa2935e,Female,Yes,3,Graduate,No,2845,1840,119,240,1,Semiurban,Yes
ff1370ca-6ef8-47c4-b59a-665357ac20a2,Male,Yes,3,Not Graduate,Yes,9894,4096,179,240,0,Semiurban,No
a1e42eef-7bff-45bf-b41a-73e7879110d7,Female,Yes,0,Not Graduate,No,8827,2231,153,240,1,Urban,Yes
bf33dc13-ba6b-4c81-bbbf-71174eeb9a7a,Male,No,0,Graduate,No,8393,3006,165,360,1,Semiurban,Yes
d7627c03-bee5-456e-96bb-b2641ac1014e,Female,No,2,Graduate,Yes,8795,871,86,480,0,Semiurban,No
6bd49de3-8145-453c-98d8-8034ae7a5485,Female,No,2,Graduate,No,8897,3928,334,180,0,Urban,No
f7dac2ca-6fa5-46dd-acb1-0452cd3ce9a1,Male,Yes,0,Not Graduate,Yes,6021,4808,88,480,0,Urban,No
7330917b-0c07-429d-8189-88042c75a871,Female,No,0,Not Graduate,No,10203,735,307,180,0,Urban,No
a182b7dd-e4e5-421e-b096-8595288dd33c,Female,Yes,2,Graduate,Yes,9635,4234,485,360,1,Rural,No
7da7aadf-7ee9-4b68-8985-bfd3fc149881,Male,Yes,2,Graduate,No,13308,3645,314,480,0,Semiurban,No
e1aadc75-b469-4b5e-8d46-721e5bf759b5,Female,No,1,Not Graduate,No,6597,1473,236,180,1,Urban,Yes
800e2660-6e8e-4172-a868-043b99410b98,Female,No,0,Graduate,No,7292,4680,181,180,1,Urban,Yes
d9c8fa67-da84-4d36-9e97-5dbda3c0a869,Male,No,1,Not Graduate,Yes,6438,4632,51,180,1,Rural,Yes
f59b5ecb-97d1-4228-adb0-0c77aa70f458,Male,No,2,Graduate,Yes,2597,4589,86,480,0,Semiurban,No
507bd0d8-3af0-4f0a-95da-04198e892466,Female,No,0,Graduate,Yes,14462,1525,361,300,0,Urban,No
c851c109-6b1c-4ba9-9bc6-0a37ea8dd7f5,Female,No,3,Not Graduate,No,14935,248,199,360,0,Semiurban,No
e6509ec2-f235-468c-8933-c552343df072,Female,Yes,3,Not Graduate,Yes,6256,3790,456,180,1,Urban,No
40181422-c078-4086-827f-e82cf6665223,Male,No,1,Graduate,Yes,5665,2846,189,180,0,Rural,No
c0e2e075-8684-46ae-bb01-1b34a900af02,Male,No,2,Not Graduate,No,14760,1293,111,240,0,Rural,No
dcf8f72d-f73c-4afc-a629-0907ad126845,Female,Yes,0,Not Graduate,Yes,7778,3251,343,240,0,Semiurban,No
960f688c-fe09-4641-8db0-30d44e3159ff,Male,No,2,Graduate,No,10595,2279,76,300,0,Rural,No
66e0bcea-d3c8-4d9e-8809-48fddc6d9c3d,Male,No,1,Not Graduate,Yes,9901,3609,318,360,0,Urban,No
db8b2ceb-1a29-498a-9e49-dbf735d38537,Male,No,2,Not Graduate,No,14798,2260,140,240,0,Rural,No
a46e995f-210f-4313-9f72-790c6841193f,Male,No,3,Not Graduate,Yes,13314,3286,96,480,1,Rural,Yes
bbe50b18-9dfa-47c3-bcc0-f0d1c2d0e277,Male,Yes,3,Not Graduate,Yes,11971,144,312,480,0,Urban,No
03ce184c-f4cc-4e35-96a3-7e03be7ea066,Female,Yes,2,Graduate,No,11537,4309,414,360,0,Semiurban,No
a3d697b8-20ed-496d-91be-d69ec6f5b94e,Male,No,2,Graduate,Yes,4645,2204,438,480,1,Semiurban,No
7206eb3f-ab7f-4d44-91f8-389aef3722d9,Male,No,3,Not Graduate,No,11205,2320,259,480,0,Urban,No
4671e105-4a5e-405b-bca3-e09ec4fb0c8e,Male,Yes,1,Graduate,Yes,10512,792,220,240,1,Urban,Yes
942b97ed-1289-40ce-a6b5-0718a2582d24,Female,Yes,3,Not Graduate,Yes,3671,58,217,480,0,Rural,No
77427186-2b45-419b-81f6-003b23967cce,Male,No,0,Graduate,No,8081,3397,259,300,0,Semiurban,No
c7097a97-2be5-42dc-86d5-8802c769ce49,Male,Yes,0,Not Graduate,Yes,11678,3866,326,240,1,Rural,No
82786bed-e59b-47a1-86a2-f2a05f392ce7,Female,No,3,Graduate,No,2184,2629,263,480,1,Urban,Yes
e890726d-4805-470d-97e5-e8e150dd3a79,Female,Yes,2,Graduate,No,12937,3759,66,360,1,Rural,Yes
762def2e-cfa0-4895-9610-18826fab691e,Female,No,1,Not Graduate,No,13521,197,465,180,0,Semiurban,No
d34b5d14-4d00-4959-b8cb-f9a6dad0ac92,Male,Yes,1,Graduate,Yes,7976,5,162,480,0,Semiurban,No
a008fea3-3d52-414c-9e64-42b98a9c7bb7,Female,Yes,2,Graduate,No,7998,1394,416,240,0,Rural,No
4f0acd7d-86c3-4367-a6d7-586a9edfd26d,Male,No,3,Graduate,No,13670,794,86,180,1,Urban,Yes
df57fc5f-4ee1-4684-973b-ab2d5d9c1d9d,Female,No,1,Graduate,Yes,13989,2101,132,360,0,Rural,No
8d1f1d91-1af1-4da5-82da-d9a9dcdb773f,Female,No,1,Not Graduate,Yes,4160,3659,481,180,1,Urban,No
ede12f39-3ff7-4d8d-b878-03b92ca30a6b,Male,No,2,Graduate,No,12247,3369,342,180,0,Urban,No
412ab9ab-c6e2-4b5b-927c-4e04581e27cf,Male,No,1,Not Graduate,Yes,6408,1712,427,240,0,Urban,No
f85a09dd-713f-4c49-8b93-e2d1785b0451,Female,No,0,Not Graduate,No,7075,2031,267,300,0,Semiurban,No
c23a1122-9413-4cef-a18e-eb2c2d312471,Female,Yes,3,Graduate,No,13587,4325,59,300,1,Urban,Yes
2d672409-fa5e-4976-a8d7-bd7515758a04,Male,Yes,3,Not Graduate,No,11665,4290,259,180,0,Rural,No
0264fe30-2562-4d64-8953-bad53b9b9900,Male,Yes,1,Graduate,Yes,7155,4100,107,180,0,Semiurban,No
e2a8b10f-23eb-454f-9763-d9529b7243c5,Male,Yes,1,Not Graduate,No,3829,870,475,240,1,Semiurban,No
c26feb1b-f374-4ecb-b6a3-03624716ea55,Female,No,1,Graduate,Yes,11927,2281,70,360,1,Rural,Yes
94deb4a7-c20e-41c1-87ca-f5b56737de50,Female,No,3,Graduate,No,5599,2411,225,360,0,Urban,No
0e4dcca8-cd8a-4034-8bfc-a21e5a298c89,Female,No,1,Graduate,Yes,10167,2237,482,300,1,Semiurban,No
eaa2271c-bb42-475f-9e3b-3a1a8a505839,Female,No,0,Graduate,No,2786,932,363,180,1,Urban,No
80c34804-3e96-49f2-8c29-724f54768c3c,Male,Yes,0,Graduate,Yes,12947,3228,275,300,1,Semiurban,Yes
aac4e017-357d-4a91-bcae-2cb6e26b8a49,Male,No,1,Graduate,Yes,9632,3642,259,480,0,Rural,No
ce3ac9b7-1be5-4135-bae0-3f129f489889,Female,Yes,3,Not Graduate,No,9240,3674,104,240,1,Urban,Yes
2f17b0ed-9c01-4f8b-af31-8ceebdb2fde2,Female,No,3,Graduate,Yes,14884,743,131,300,1,Rural,Yes
32bdaec4-29f3-4876-9ae1-42867bb4e2a7,Male,No,0,Not Graduate,Yes,6711,1654,493,240,0,Rural,No
2e67e041-74d5-46b2-9a0e-1c5039262bb1,Male,Yes,2,Graduate,Yes,3238,2360,485,180,0,Semiurban,No
a706d04c-173c-45b7-b427-7914d0f90b5d,Male,Yes,2,Graduate,No,8959,192,310,180,0,Urban,No
1724150b-01c6-429d-bb02-1b7b25eba9b5,Female,Yes,0,Graduate,Yes,8189,4411,291,240,1,Semiurban,Yes
f12a7677-113e-462a-b338-62db0e2ce91a,Female,Yes,0,Graduate,Yes,10184,441,214,180,1,Urban,Yes
cdf51414-7466-44ed-9458-2d2e24b9fd42,Male,No,2,Graduate,Yes,14268,2222,179,240,1,Urban,Yes
b98b5106-35c9-4eaf-aa26-59abb40cdaaa,Male,No,0,Graduate,Yes,10659,4140,380,480,1,Semiurban,No
22c2deaa-43b8-4d2c-b6e2-394766d705be,Female,No,1,Not Graduate,No,3016,1780,342,180,1,Urban,No
20794d52-5143-449d-aec5-5547ffee1ea0,Female,Yes,0,Graduate,Yes,12611,1052,102,240,0,Semiurban,No
4ca04283-873a-42f2-a3e4-696bbf9ff31f,Male,No,2,Not Graduate,Yes,8813,2514,140,360,0,Urban,No
5e18ab34-820f-46ef-9ac1-574049d848e0,Female,Yes,2,Graduate,Yes,2002,1389,311,480,1,Semiurban,No
4f04cbfe-8239-445f-957b-2c55919c5e3f,Female,Yes,2,Not Graduate,Yes,12260,3988,468,360,1,Urban,No
